#,number,registered,added,voted,Turnout Rate,GD Rate,valid,invalid,The Party of Georgian Unity and Development,Coalition for Changes Gvaramia Melia Girchi Droa,Unity-National Movement,European Democrats,Alliance of Patriots of Georgia,"Strong Georgia - Lelo, For People, For Liberty!",Georgian Labour Party,Our United Georgia,Change Georgia,Sakartvelo,Free Georgia,Tribune,Chven,Gakharia for Georgia,Left-Wing Alliance,Unity of Georgian,Girchi,Georgian Dream,dirty
1841,00.45.01,678,13,454,0.657018813,0.399421129,443,11,1,34,20,1,9,52,3,1,0,2,1,0,0,31,0,1,11,276,
2953,00.81.51,1065,5,703,0.657009346,0.410280374,680,23,7,85,68,3,8,11,1,1,2,1,1,4,1,39,0,1,8,439,
1463,00.32.38,1228,5,810,0.656934307,0.421735604,807,3,0,44,64,1,25,72,3,0,6,3,0,0,0,50,0,2,17,520,
2601,00.65.08,539,9,360,0.656934307,0.350364964,350,10,0,50,65,2,7,8,1,1,0,0,2,0,0,19,0,0,3,192,
859,00.17.27,1181,11,783,0.656879195,0.345637584,770,13,2,52,104,6,32,84,8,1,9,0,1,0,0,43,0,0,16,412,
1584,00.35.29,804,9,534,0.656826568,0.40098401,526,8,4,27,44,4,6,56,4,0,4,0,4,1,0,34,1,1,10,326,
458,00.08.13,1112,12,738,0.65658363,0.259786477,734,4,1,115,54,1,24,99,10,1,3,2,1,1,1,85,0,0,44,292,
2760,00.69.16,882,9,585,0.656565657,0.346801347,572,13,1,48,60,4,11,26,2,1,0,0,0,0,0,103,0,1,6,309,
1443,00.32.18,995,15,663,0.656435644,0.31980198,655,8,3,57,104,5,14,58,0,2,7,2,3,0,0,63,0,5,9,323,
1016,00.21.36,79,17,63,0.65625,0.458333333,62,1,0,6,1,0,5,2,1,0,0,0,0,0,0,2,0,0,1,44,
1850,00.45.10,126,2,84,0.65625,0.40625,83,1,0,2,16,0,1,8,0,0,0,0,0,0,0,4,0,0,0,52,
1873,00.45.33,91,5,63,0.65625,0.479166667,63,0,0,2,5,1,4,4,0,0,0,0,0,0,0,1,0,0,0,46,
2340,00.58.43,569,7,378,0.65625,0.534722222,376,2,0,24,15,1,1,6,1,0,1,0,0,0,1,15,0,1,2,308,
2851,00.79.68,1556,14,1030,0.656050955,0.305095541,1006,24,1,136,117,4,14,86,4,3,2,1,1,0,1,120,0,3,34,479,
1542,00.33.22,430,9,288,0.656036446,0.416856492,278,10,2,8,22,1,22,12,2,0,2,0,3,0,0,20,0,0,1,183,
1863,00.45.23,246,4,164,0.656,0.48,160,4,0,0,15,1,1,13,1,1,0,1,0,1,1,4,0,0,1,120,
530,00.09.45,1474,17,978,0.655935614,0.268276325,968,10,1,131,66,6,32,138,18,0,5,1,1,1,2,104,0,3,59,400,
2947,00.81.45,645,6,427,0.655913978,0.310291859,419,8,0,15,146,1,5,15,0,1,2,0,1,1,0,26,0,1,3,202,
778,00.15.06,1747,5,1149,0.655821918,0.380136986,1115,34,6,76,167,8,16,101,6,1,8,0,2,1,0,33,0,1,23,666,
646,00.11.03,2186,10,1440,0.655737705,0.387067395,1414,26,2,110,101,13,47,136,16,3,8,1,2,3,1,85,0,3,33,850,
799,00.15.27,841,13,560,0.655737705,0.37236534,544,16,0,66,67,2,6,38,0,0,3,1,1,0,0,32,0,1,9,318,
443,00.07.39,1937,12,1278,0.655720883,0.276038994,1264,14,1,184,87,2,23,158,12,0,11,4,5,1,1,174,2,2,59,538,
786,00.15.14,679,3,447,0.65542522,0.375366569,440,7,1,27,79,3,10,34,0,0,5,0,0,0,0,17,0,4,4,256,
1885,00.46.04,140,8,97,0.655405405,0.432432432,96,1,0,1,12,2,5,8,1,0,0,0,0,0,0,1,0,0,2,64,
2591,00.64.34,608,7,403,0.655284553,0.38699187,395,8,1,46,52,3,10,16,1,1,0,0,0,0,1,22,0,0,4,238,
1324,00.27.30,1693,4,1112,0.655274013,0.379493223,1097,15,2,95,59,7,31,105,17,1,5,0,1,1,0,89,1,1,38,644,
684,00.12.01,1176,16,781,0.655201342,0.350671141,771,10,1,80,113,4,17,66,7,0,4,0,4,1,0,41,0,2,13,418,
2130,00.52.22,310,6,207,0.655063291,0.414556962,206,1,0,13,24,1,1,18,6,0,0,0,0,0,0,10,0,0,2,131,
2985,00.82.26,228,1,150,0.655021834,0.427947598,146,4,0,3,13,2,2,7,0,1,0,0,1,0,0,17,0,0,2,98,
1054,00.22.21,1223,6,805,0.655004068,0.475183076,804,1,1,41,44,1,17,53,3,1,3,0,3,0,0,38,0,4,11,584,
161,00.02.69,1728,14,1141,0.654994259,0.234213548,1136,5,1,175,75,0,36,174,17,1,10,0,1,1,2,149,1,3,82,408,
2453,00.60.26,1130,6,744,0.654929577,0.441021127,728,16,3,40,32,2,32,41,1,1,7,0,0,0,5,43,0,8,12,501,
454,00.08.09,1680,12,1108,0.654846336,0.255910165,1097,11,1,163,86,2,33,130,15,1,3,3,4,0,1,144,0,3,75,433,
1871,00.45.31,609,5,402,0.654723127,0.425081433,395,7,1,29,17,1,3,45,1,0,3,1,1,0,0,27,2,0,3,261,
1721,00.40.37,47,8,36,0.654545455,0.418181818,33,3,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
2964,00.82.05,463,3,305,0.654506438,0.381974249,287,18,0,13,46,4,2,12,0,1,2,0,1,2,0,23,0,3,0,178,
1374,00.28.40,773,2,507,0.654193548,0.418064516,500,7,0,30,27,2,30,47,7,0,0,0,1,1,1,18,0,1,11,324,
1867,00.45.27,130,3,87,0.654135338,0.413533835,86,1,0,6,8,0,1,11,0,0,1,0,0,0,0,4,0,0,0,55,
142,00.02.50,2376,8,1559,0.653942953,0.181627517,1549,10,3,363,101,5,43,246,13,1,10,5,1,0,3,213,0,4,105,433,
2486,00.61.13,533,7,353,0.653703704,0.42037037,350,3,0,14,34,3,6,25,7,0,8,1,0,2,0,21,0,0,2,227,
697,00.12.14,1376,10,906,0.653679654,0.408369408,884,22,2,101,83,5,25,56,3,0,4,0,0,0,0,21,1,0,17,566,
3009,00.83.02,1009,15,669,0.653320313,0.330078125,648,21,2,53,158,3,8,24,1,5,4,2,0,1,2,36,0,0,11,338,
2451,00.60.24,1976,2,1292,0.653185035,0.414560162,1264,28,5,95,83,2,40,102,8,0,5,4,4,3,1,69,1,4,18,820,
3001,00.82.42,365,4,241,0.653116531,0.449864499,233,8,0,19,25,1,0,9,0,0,0,0,0,0,4,9,0,0,0,166,
2083,00.51.19,904,4,593,0.6530837,0.38215859,582,11,3,36,90,5,16,37,1,2,0,0,1,2,0,28,0,3,11,347,
876,00.18.01,1433,8,941,0.653018737,0.38723109,925,16,3,119,98,4,20,55,8,1,3,1,2,0,0,40,1,4,8,558,
1281,00.26.27,338,2,222,0.652941176,0.573529412,217,5,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,195,
1654,00.38.09,694,3,455,0.652797704,0.411764706,446,9,1,42,44,0,5,40,2,1,1,0,0,0,0,13,1,1,8,287,
73,00.01.15,1426,16,941,0.652565881,0.236477115,937,4,0,164,82,2,37,143,10,0,10,0,4,0,0,92,1,1,50,341,
2931,00.81.29,843,6,554,0.652532391,0.487632509,536,18,2,24,24,1,7,21,1,2,1,1,3,2,0,20,1,2,10,414,
704,00.12.21,1113,12,734,0.652444444,0.394666667,719,15,1,44,73,6,23,78,3,2,5,1,1,0,1,32,0,1,4,444,
139,00.02.47,1436,14,946,0.652413793,0.248275862,940,6,3,141,71,3,34,142,5,0,7,0,6,1,1,108,1,3,54,360,
2583,00.64.26,955,3,625,0.652400835,0.329853862,605,20,1,81,80,7,11,26,7,1,1,0,0,0,1,63,1,2,7,316,
801,00.15.29,395,2,259,0.652392947,0.420654912,254,5,0,17,39,2,3,12,0,0,0,0,0,0,0,11,0,1,2,167,
1931,00.47.27,59,10,45,0.652173913,0.463768116,44,1,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,32,
2850,00.79.67,1581,17,1042,0.652065081,0.298498123,1010,32,1,141,93,2,11,98,7,2,5,2,0,1,1,131,0,1,37,477,
2821,00.79.38,1738,12,1141,0.652,0.304,1099,42,1,98,150,6,19,83,4,2,8,0,1,2,7,157,0,3,26,532,
1129,00.23.16,308,8,206,0.651898734,0.509493671,206,0,1,7,7,2,6,13,2,0,0,0,0,0,0,6,0,1,0,161,
2035,00.50.24,867,12,573,0.651877133,0.53811149,566,7,0,17,14,1,8,14,1,0,3,0,0,1,0,20,0,0,14,473,
2806,00.79.23,1883,10,1234,0.65187533,0.300052826,1216,18,2,157,213,2,9,66,3,2,9,0,5,1,8,145,2,2,22,568,
2925,00.81.23,592,11,393,0.651741294,0.378109453,386,7,2,20,86,2,7,18,1,0,2,0,0,1,0,15,0,2,2,228,
29,00.87.35,0,732,477,0.651639344,0.050546448,477,0,2,175,54,2,7,127,4,0,5,0,0,0,0,46,1,0,17,37,
1360,00.28.25,128,4,86,0.651515152,0.356060606,84,2,0,10,1,0,3,10,2,0,1,0,0,0,0,9,0,0,1,47,
924,00.20.05,1414,15,931,0.651504549,0.274317705,917,14,2,137,87,2,35,95,8,1,12,2,0,0,0,96,0,2,46,392,
2587,00.64.30,567,4,372,0.651488616,0.330998249,370,2,1,45,62,0,3,21,0,0,2,0,0,2,0,27,0,0,18,189,
72,00.01.14,1388,15,914,0.651461155,0.245901639,909,5,0,163,71,1,31,125,10,1,7,1,0,1,1,103,0,2,47,345,
263,00.04.10,1556,16,1024,0.651399491,0.313613232,1012,12,2,127,82,3,23,110,6,1,7,0,0,1,1,95,0,4,57,493,
2024,00.50.13,318,9,213,0.651376147,0.559633028,211,2,0,3,6,2,0,6,0,0,2,0,0,0,0,4,0,1,4,183,
1752,00.41.06,74,12,56,0.651162791,0.5,62,-6,0,0,8,0,0,7,0,0,0,0,1,2,0,1,0,0,0,43,DIRTY
1765,00.41.19,446,4,293,0.651111111,0.491111111,282,11,2,7,42,1,2,0,0,0,0,0,1,2,0,4,0,0,0,221,
1805,00.44.01,312,9,209,0.651090343,0.395638629,208,1,0,33,5,2,5,24,1,0,3,0,0,0,1,5,0,0,2,127,
723,00.12.40,1106,3,722,0.65103697,0.434625789,716,6,1,37,38,3,28,55,2,0,5,2,3,0,2,43,1,2,12,482,
2323,00.58.26,1020,3,666,0.651026393,0.345063539,656,10,2,79,96,1,8,63,4,0,5,1,3,2,0,19,1,1,18,353,
1847,00.45.07,99,7,69,0.650943396,0.320754717,67,2,1,10,10,0,0,7,0,0,1,0,0,0,0,4,0,0,0,34,
1317,00.27.23,1011,6,662,0.65093412,0.44346116,652,10,1,41,45,3,23,47,6,0,1,0,0,0,0,26,0,1,7,451,
2104,00.51.40,963,8,632,0.650875386,0.375901133,623,9,1,65,53,3,6,55,2,0,5,0,0,3,2,39,1,1,22,365,
1326,00.27.32,799,0,520,0.650813517,0.364205257,519,1,0,49,60,2,17,30,4,0,4,0,2,0,1,37,1,2,19,291,
2123,00.52.15,894,5,585,0.650723026,0.426028921,570,15,3,35,62,4,17,38,2,0,1,0,1,0,0,14,0,1,9,383,
2913,00.81.11,1358,7,888,0.650549451,0.391208791,866,22,2,100,60,5,21,43,2,1,3,2,4,1,1,69,0,1,17,534,
1501,00.32.76,469,6,309,0.650526316,0.44,305,4,0,18,30,1,9,19,0,0,2,0,1,0,0,11,1,1,3,209,
1315,00.27.21,877,10,577,0.650507328,0.387824126,571,6,0,38,52,2,11,69,7,0,6,0,1,1,0,24,0,2,14,344,
1465,00.32.40,1537,8,1005,0.650485437,0.456957929,986,19,3,55,67,2,14,62,4,0,0,1,2,0,0,55,0,3,12,706,
2866,00.79.83,1049,9,688,0.650283554,0.346880907,659,29,0,57,74,3,14,41,1,1,4,0,2,0,1,77,0,1,16,367,
827,00.16.24,1148,10,753,0.650259067,0.349740933,742,11,0,44,109,5,17,94,2,1,5,1,1,3,1,46,0,1,7,405,DIRTY
3030,00.83.23,431,15,290,0.650224215,0.304932735,279,11,3,14,65,0,2,20,1,1,5,0,2,0,1,23,0,1,5,136,
852,00.17.20,1699,2,1106,0.650205761,0.344503233,1083,23,2,92,196,7,23,90,7,1,5,0,2,1,0,57,0,3,11,586,
1587,00.35.32,433,7,286,0.65,0.356818182,283,3,0,15,38,2,4,27,4,0,2,0,0,1,0,28,1,1,3,157,
500,00.09.15,1447,10,947,0.649965683,0.352093342,941,6,1,89,54,2,36,107,10,1,7,0,1,2,3,70,1,0,44,513,
1536,00.33.16,791,6,518,0.649937265,0.386449184,511,7,1,61,29,1,10,49,5,1,1,0,1,0,0,35,2,0,7,308,
1026,00.21.46,1520,2,989,0.649802891,0.427726675,980,9,2,55,77,4,18,86,4,0,4,3,1,2,0,51,0,1,21,651,
1963,00.48.19,307,1,200,0.649350649,0.418831169,197,3,0,6,22,2,8,14,1,2,1,1,0,1,1,3,1,1,4,129,
849,00.17.17,964,11,633,0.649230769,0.371282051,625,8,1,56,71,3,21,65,2,1,1,1,0,1,0,20,0,1,19,362,
2265,00.56.48,359,3,235,0.649171271,0.419889503,234,1,1,26,17,0,5,21,1,0,0,0,2,0,1,6,0,0,2,152,
546,00.09.61,1543,13,1010,0.649100257,0.217866324,1000,10,1,146,93,0,26,163,16,2,15,1,3,2,1,125,1,5,61,339,
2156,00.53.24,434,2,283,0.649082569,0.447247706,283,0,0,46,21,1,2,13,0,0,1,0,0,0,0,2,0,0,2,195,
2059,00.50.48,678,3,442,0.649045521,0.496328928,438,4,1,7,29,1,7,18,0,1,2,0,0,2,0,30,1,0,1,338,
2198,00.55.08,710,2,462,0.648876404,0.334269663,445,17,2,26,114,6,24,15,1,0,0,0,0,0,1,13,0,1,4,238,
3042,00.83.35,628,4,410,0.648734177,0.46835443,397,13,1,14,45,0,2,15,0,1,2,0,2,0,0,17,0,0,2,296,
2986,00.82.27,243,16,168,0.648648649,0.478764479,165,3,0,6,17,0,1,4,0,0,1,1,0,0,0,9,0,1,1,124,
2789,00.79.06,1441,16,945,0.648592999,0.301990391,930,15,1,106,89,2,12,104,9,3,4,0,0,1,1,106,0,0,52,440,
1575,00.35.20,1133,8,740,0.6485539,0.377738826,733,7,2,83,58,3,21,67,2,1,3,0,1,0,0,42,0,1,18,431,
2840,00.79.57,1551,8,1011,0.648492623,0.358563182,977,34,2,71,171,3,7,38,3,1,9,0,1,0,3,90,1,1,17,559,
2997,00.82.38,417,4,273,0.648456057,0.342042755,261,12,2,23,60,3,0,13,1,0,0,0,0,0,0,13,0,1,1,144,
2648,00.66.20,538,11,356,0.64845173,0.384335155,350,6,0,44,37,1,4,24,6,0,4,0,1,1,0,12,1,1,3,211,
2092,00.51.28,890,6,581,0.6484375,0.470982143,578,3,0,60,41,2,5,17,1,0,2,1,2,1,0,11,0,2,11,422,
2795,00.79.12,1716,13,1121,0.648351648,0.274146906,1082,39,4,153,95,3,21,102,6,3,9,4,4,4,0,166,0,3,31,474,
1652,00.38.07,827,3,538,0.648192771,0.408433735,530,8,2,40,59,3,10,65,0,0,0,0,0,0,2,8,0,0,2,339,
2108,00.51.44,1066,8,696,0.648044693,0.329608939,683,13,2,83,48,11,10,53,3,0,2,2,1,0,0,91,2,5,16,354,
1007,00.21.27,1456,10,950,0.648021828,0.459754434,943,7,0,45,52,3,16,66,9,0,4,1,4,0,0,53,0,0,16,674,
854,00.17.22,1870,4,1214,0.647812166,0.33511206,1190,24,2,138,161,5,36,123,11,1,4,0,2,0,1,56,0,4,18,628,
1382,00.28.48,419,4,274,0.647754137,0.394799054,272,2,0,28,16,0,9,20,2,0,2,0,1,0,0,20,1,1,5,167,
1385,00.29.02,485,23,329,0.647637795,0.460629921,321,8,0,21,7,0,10,14,5,2,1,0,3,0,0,20,0,0,4,234,
1332,00.27.38,835,5,544,0.647619048,0.403571429,538,6,0,34,76,0,11,23,0,0,0,2,1,1,1,23,0,1,26,339,
2457,00.60.30,818,2,531,0.647560976,0.417073171,514,17,1,51,44,4,3,38,4,0,1,1,0,1,6,16,0,0,2,342,
2001,00.49.20,1427,0,924,0.647512263,0.30553609,902,22,1,83,183,2,11,90,4,1,15,0,0,0,1,49,1,5,20,436,
466,00.08.21,1094,15,718,0.647430117,0.284941389,711,7,0,86,48,5,12,93,5,2,4,0,2,0,1,82,2,1,52,316,
264,00.04.11,1749,23,1147,0.647291196,0.283295711,1137,10,1,145,68,1,32,141,13,0,7,2,2,3,0,148,1,2,69,502,DIRTY
3029,00.83.22,539,11,356,0.647272727,0.385454545,338,18,2,37,31,3,7,17,2,2,2,1,1,0,0,16,0,0,5,212,
2470,00.60.43,783,5,510,0.647208122,0.381979695,494,16,3,36,42,6,12,47,3,2,1,1,0,0,0,31,0,1,8,301,DIRTY
2461,00.60.34,802,3,521,0.647204969,0.450931677,517,4,1,23,54,2,10,28,1,1,2,0,0,4,5,14,1,0,8,363,
700,00.12.17,1220,10,796,0.647154472,0.443902439,784,12,1,40,59,4,27,59,6,0,8,0,2,1,1,20,1,1,8,546,
2045,00.50.34,1199,5,779,0.647009967,0.506644518,773,6,3,29,17,2,10,60,3,0,1,2,2,0,0,26,0,0,8,610,
960,00.20.41,949,14,623,0.646936656,0.260643821,619,4,2,110,60,3,21,63,4,1,11,0,1,1,2,57,0,2,30,251,
2738,00.68.16,1631,6,1059,0.646915089,0.296884545,1045,14,1,95,219,5,26,84,6,0,0,2,2,0,0,89,2,4,24,486,
2554,00.63.17,930,4,604,0.646680942,0.376873662,588,16,1,32,119,0,6,35,2,1,0,3,1,0,0,28,0,0,8,352,
783,00.15.11,1015,6,660,0.646425073,0.430950049,654,6,2,36,101,0,7,36,1,0,2,0,1,0,0,14,0,1,13,440,
798,00.15.26,717,7,468,0.64640884,0.450276243,466,2,1,12,89,1,4,22,1,1,1,0,0,0,0,8,0,0,0,326,
806,00.16.03,1139,12,744,0.64639444,0.311033884,724,20,3,68,114,3,26,87,6,0,4,2,2,0,0,40,0,4,7,358,
456,00.08.11,2172,10,1410,0.64619615,0.248854262,1385,25,0,250,111,3,46,181,10,1,10,2,4,1,1,129,1,5,87,543,
2465,00.60.38,1395,9,907,0.646011396,0.44017094,895,12,1,51,79,2,22,61,4,1,3,2,2,0,0,41,0,2,6,618,
192,00.03.30,1479,15,965,0.645917001,0.238955823,955,10,2,167,59,2,25,149,9,1,4,1,3,0,5,114,2,2,53,357,
1264,00.26.10,185,7,124,0.645833333,0.354166667,124,0,0,7,18,0,0,18,2,0,0,0,1,0,1,7,0,1,1,68,
2149,00.53.17,689,5,448,0.645533141,0.45389049,438,10,1,37,37,1,4,19,1,0,4,0,2,0,0,9,1,0,7,315,
2502,00.61.29,341,3,222,0.645348837,0.360465116,218,4,0,29,28,1,4,13,0,0,0,0,0,0,0,14,0,0,5,124,
2580,00.64.23,507,9,333,0.645348837,0.304263566,328,5,1,59,67,1,3,16,1,0,0,0,0,0,0,20,0,1,2,157,
2557,00.63.20,776,5,504,0.645326504,0.38284251,499,5,1,35,101,2,13,21,2,0,1,0,0,0,0,20,1,2,1,299,
1579,00.35.24,823,3,533,0.64527845,0.416464891,529,4,2,20,47,4,8,67,4,0,2,2,1,0,0,23,0,0,5,344,
2019,00.50.08,846,5,549,0.645123384,0.531139835,541,8,2,18,16,1,9,16,0,0,1,0,0,0,0,14,0,2,10,452,
2792,00.79.09,1564,14,1018,0.645120406,0.28833967,1005,13,2,158,99,4,11,78,2,0,5,2,0,2,0,131,0,2,54,455,
2003,00.49.22,1545,2,998,0.645119586,0.326438268,979,19,3,111,153,7,22,93,5,3,6,2,0,1,0,47,0,5,16,505,
374,00.06.43,552,3,358,0.645045045,0.335135135,352,6,2,38,35,3,15,31,5,0,0,1,0,1,0,26,0,0,9,186,
804,00.16.01,1267,12,825,0.645035184,0.303362002,793,32,0,63,147,7,51,65,10,1,6,2,2,0,1,30,3,2,15,388,
2176,00.54.20,1443,5,934,0.645027624,0.429558011,916,18,0,69,89,2,21,59,3,1,5,1,2,0,0,31,0,2,9,622,
527,00.09.42,1294,13,843,0.644988523,0.297628156,838,5,0,124,53,2,29,91,3,2,8,2,2,0,1,84,0,1,47,389,
1540,00.33.20,1222,6,792,0.64495114,0.359120521,760,32,1,46,123,6,16,63,4,1,10,2,2,1,1,33,1,0,9,441,
1019,00.21.39,1547,10,1004,0.644829801,0.420038536,1001,3,2,48,63,1,34,96,6,0,7,3,2,0,1,75,0,0,9,654,
2006,00.49.25,1155,5,748,0.644827586,0.35862069,736,12,4,77,85,1,20,68,3,1,3,0,3,4,1,35,1,0,14,416,
60,00.01.02,1425,16,929,0.644691187,0.243580847,923,6,3,163,83,1,28,132,13,1,8,2,3,0,0,90,0,1,44,351,
2933,00.81.31,1376,3,889,0.644670051,0.387962292,881,8,6,50,134,5,21,49,0,0,3,0,2,5,1,55,0,1,14,535,
2993,00.82.34,239,3,156,0.644628099,0.454545455,154,2,0,5,17,1,1,12,0,0,0,0,0,0,0,8,0,0,0,110,
2926,00.81.24,1262,7,818,0.644602049,0.383766745,769,49,2,34,139,3,13,33,0,2,2,1,0,0,1,36,1,0,15,487,
1769,00.41.23,218,7,145,0.644444444,0.582222222,145,0,1,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131,
1581,00.35.26,1313,6,850,0.644427597,0.3328279,832,18,4,63,77,4,35,86,5,1,1,1,4,3,1,74,1,3,30,439,
2799,00.79.16,1702,16,1107,0.6443539,0.306169965,1063,44,4,112,117,9,14,96,8,1,8,1,5,2,1,121,1,3,34,526,
1499,00.32.74,875,5,567,0.644318182,0.392045455,562,5,0,37,55,0,10,60,2,0,12,0,3,0,0,32,2,0,4,345,
3068,00.84.20,295,3,192,0.644295302,0.473154362,191,1,1,9,26,1,0,3,1,0,0,0,0,0,0,8,0,0,1,141,
853,00.17.21,455,6,297,0.644251627,0.446854664,296,1,0,23,34,0,2,18,2,1,2,0,1,0,0,5,0,0,2,206,
241,00.03.79,1737,17,1130,0.644241733,0.236031927,1117,13,2,191,98,1,46,136,11,0,8,2,4,0,4,130,0,2,68,414,
808,00.16.05,1186,14,773,0.644166667,0.329166667,765,8,4,72,136,4,24,64,4,0,7,0,3,0,0,43,0,0,9,395,
1853,00.45.13,219,3,143,0.644144144,0.391891892,140,3,0,8,5,0,4,31,0,0,0,0,0,0,0,4,0,0,1,87,
205,00.03.43,1282,16,836,0.644067797,0.216486903,834,2,1,155,64,4,13,134,6,0,5,0,1,0,3,109,0,1,57,281,
2652,00.66.24,598,6,389,0.644039735,0.337748344,386,3,0,89,49,4,6,21,0,0,0,0,0,1,0,8,2,0,2,204,
1014,00.21.34,1364,15,888,0.643944888,0.419869471,879,9,3,39,93,0,25,53,3,1,10,1,1,1,1,52,0,0,17,579,
875,00.17.43,478,5,311,0.64389234,0.277432712,307,4,0,27,84,0,10,21,1,0,2,0,2,1,0,22,0,0,3,134,
1608,00.36.15,1316,1,848,0.643887623,0.466970387,841,7,4,37,52,4,16,46,4,2,4,1,1,3,1,37,0,3,11,615,
448,00.08.03,1518,18,989,0.643880208,0.262369792,980,9,3,141,69,6,26,139,7,0,7,3,2,2,1,123,0,0,48,403,
501,00.09.16,1432,14,931,0.64384509,0.294605809,923,8,3,135,59,1,28,107,16,0,7,3,0,1,0,88,1,0,48,426,
2537,00.62.33,404,3,262,0.643734644,0.368550369,258,4,2,28,21,4,12,23,1,1,2,1,0,0,0,8,0,0,5,150,
492,00.09.07,1481,15,963,0.643716578,0.30013369,955,8,2,103,64,2,49,109,16,1,5,0,2,0,2,96,0,2,53,449,
696,00.12.13,79,8,56,0.643678161,0.379310345,55,1,0,1,7,1,4,4,0,0,0,0,0,0,0,4,0,0,1,33,
1273,00.26.19,368,8,242,0.643617021,0.390957447,237,5,0,17,21,0,7,25,3,0,2,1,1,1,0,12,0,0,0,147,
75,00.01.17,2301,16,1491,0.643504532,0.245144584,1478,13,1,233,102,2,55,232,15,1,11,1,1,1,6,165,0,1,83,568,
179,00.03.17,1749,15,1135,0.643424036,0.234693878,1130,5,4,191,88,4,14,200,9,1,8,1,3,1,1,101,1,2,87,414,
450,00.08.05,1259,14,819,0.643362137,0.299293009,808,11,3,120,43,2,24,90,6,1,7,1,1,5,1,81,0,1,41,381,
2599,00.65.06,1036,7,671,0.643336529,0.377756472,651,20,1,75,82,4,9,33,0,0,2,1,1,0,0,41,0,2,6,394,
2100,00.51.36,1005,7,651,0.643280632,0.31027668,645,6,3,95,58,2,16,52,3,2,3,2,1,1,0,73,1,0,19,314,
2539,00.63.02,1635,7,1056,0.643118149,0.398903776,1046,10,2,80,134,4,13,66,5,1,5,0,0,1,0,67,0,2,11,655,
1968,00.48.24,302,6,198,0.642857143,0.461038961,196,2,1,14,12,1,6,13,0,0,3,0,0,0,1,2,0,1,0,142,
2621,00.65.28,696,4,450,0.642857143,0.308571429,446,4,1,62,30,2,9,6,0,1,0,0,0,0,0,114,0,2,3,216,
3021,00.83.14,1131,3,729,0.642857143,0.35978836,699,30,0,67,90,3,13,40,0,2,4,1,0,0,1,58,0,0,12,408,
2258,00.56.41,930,5,601,0.642780749,0.434224599,593,8,2,53,38,1,8,64,0,0,4,1,1,1,0,9,2,1,2,406,
3043,00.83.36,536,7,349,0.642725599,0.388581952,335,14,2,7,57,4,2,14,3,1,1,0,2,0,1,29,0,0,1,211,
1496,00.32.71,2189,10,1413,0.642564802,0.40836744,1396,17,4,138,136,3,37,75,5,2,8,0,5,0,0,56,0,3,26,898,
1864,00.45.24,232,3,151,0.642553191,0.382978723,150,1,0,6,7,0,5,37,1,0,0,0,0,0,0,3,0,0,1,90,
3074,00.84.26,428,0,275,0.642523364,0.406542056,273,2,0,14,29,0,0,9,0,0,0,0,0,1,8,35,0,0,3,174,
429,00.07.25,2718,12,1754,0.642490842,0.26996337,1731,23,1,229,136,1,32,270,22,0,8,4,4,0,3,177,4,8,95,737,
3099,00.84.51,165,0,106,0.642424242,0.375757576,106,0,0,8,22,0,1,10,0,0,0,0,0,0,0,3,0,0,0,62,
735,00.13.08,1234,10,799,0.642282958,0.36977492,792,7,1,63,88,1,14,93,9,1,2,1,2,0,0,38,0,3,16,460,
737,00.13.10,1275,8,824,0.642244739,0.402961808,811,13,0,59,77,3,19,61,3,1,5,0,0,3,2,41,2,3,15,517,
2600,00.65.07,593,5,384,0.642140468,0.287625418,372,12,0,57,86,3,6,10,2,0,0,1,0,0,1,30,0,0,4,172,
2232,00.56.15,455,6,296,0.64208243,0.446854664,288,8,0,7,39,1,3,17,1,0,0,1,1,0,0,10,0,0,2,206,
2106,00.51.42,692,9,450,0.641940086,0.335235378,445,5,0,42,57,7,7,30,3,0,3,0,0,0,1,37,1,0,22,235,
2337,00.58.40,284,12,190,0.641891892,0.351351351,184,6,0,6,50,2,2,11,1,0,0,0,1,0,0,5,0,1,1,104,
1628,00.37.11,323,9,213,0.641566265,0.536144578,201,12,0,6,5,0,1,7,1,0,0,0,0,0,0,2,0,0,1,178,
247,00.03.85,1369,17,889,0.641414141,0.217893218,881,8,2,145,68,4,31,119,10,1,7,2,1,1,2,118,0,1,67,302,
493,00.09.08,1412,13,914,0.641403509,0.308070175,909,5,2,100,49,1,40,126,9,0,5,1,0,1,2,83,0,0,51,439,
453,00.08.08,1225,13,794,0.641357027,0.265751212,779,15,2,118,50,4,18,106,6,1,3,3,2,0,2,88,1,1,45,329,
1749,00.41.03,1324,6,853,0.641353383,0.57593985,844,9,1,36,9,5,0,2,0,0,1,0,0,2,0,16,1,0,5,766,
3011,00.83.04,487,12,320,0.641282565,0.370741483,295,25,2,16,41,2,2,9,2,2,1,0,1,1,1,24,0,1,5,185,
2249,00.56.32,573,4,370,0.641247834,0.365684575,365,5,0,41,21,0,29,20,0,2,2,0,0,0,1,23,0,0,15,211,
2436,00.60.09,1831,3,1176,0.641221374,0.334242094,1149,27,3,75,279,12,13,65,5,2,1,0,4,2,11,56,1,2,5,613,
